,university_id,name,state_code,department_id,discipline,faculty_id,course_id,survey_year,examination_result_id,infra_count,infrastructure,percentage,pass_percentage,combined,user_defined_score
3936,570,"Calcutta University, Kolkata",19,2088627.0,Computer Science,73376.0,2222647,2019,2049415,8,100.0,80.0,100.0,93.33333333333333,96.0
4085,570,"Calcutta University, Kolkata",19,2088627.0,Computer Science,73376.0,2222648,2019,2049416,8,100.0,80.0,100.0,93.33333333333333,96.0
20853,404,"Jyoti Vidyapeeth Women's University, Jaipur",8,,Computer Science,69305.0,2029157,2019,1864913,8,100.0,80.0,100.0,93.33333333333333,96.0
21015,404,"Jyoti Vidyapeeth Women's University, Jaipur",8,,Computer Science,69305.0,2029165,2019,1864921,8,100.0,80.0,100.0,93.33333333333333,96.0
24986,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248263,2019,2072490,8,100.0,80.0,100.0,93.33333333333333,96.0
25222,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248261,2019,2072488,8,100.0,80.0,100.0,93.33333333333333,96.0
31721,453,"Gandhigram Rural Institute, Dindigul",33,,Computer Science,70984.0,2150742,2019,1983818,8,100.0,80.0,100.0,93.33333333333333,96.0
10112,325,"Shivaji University, Kolhapur",27,2104356.0,Computer Science,71433.0,2246712,2019,2004590,8,100.0,79.0,100.0,93.0,95.8
10268,325,"Shivaji University, Kolhapur",27,2104356.0,Computer Science,71433.0,2246589,2019,2004595,8,100.0,79.0,100.0,93.0,95.8
772,107,Jamia Hamdard,7,2107171.0,Computer Science,74642.0,2251109,2019,2074685,8,100.0,78.75,100.0,92.91666666666667,95.75
14224,556,"Gurukul Kangri Vishwavidyalaya, Haridwar",5,2079708.0,Computer Science,73016.0,2210259,2019,2039525,8,100.0,78.25,100.0,92.75,95.65
11149,251,"UNIVERSITY OF CALICUT, MALAPPURAM",32,2103396.0,Computer Science,74397.0,2246882,2019,2069984,8,100.0,78.25,100.0,92.75,95.65
11178,251,"UNIVERSITY OF CALICUT, MALAPPURAM",32,2103396.0,Computer Science,74397.0,2246887,2019,2070016,8,100.0,78.25,100.0,92.75,95.65
34039,357,"National Institute of Technology, Rourkela",21,2093024.0,Computer Science,73658.0,2228973,2019,2055261,8,100.0,78.0,100.0,92.66666666666667,95.6
7813,447,"Bharathiar University, Coimbatore",33,,Computer Science,,2088678,2019,1923587,8,100.0,77.75,100.0,92.58333333333333,95.55
26141,23,"Maulana Azad National Urdu University, Hyderabad",36,2087317.0,Computer Science,73276.0,2220804,2019,2047720,8,100.0,77.25,100.0,92.41666666666667,95.45
23282,233,"Mangalore University, Mangalore",29,,Computer Science,72679.0,2202370,2019,2031843,8,100.0,77.25,100.0,92.41666666666667,95.45
4947,443,"Annamalai University, Annamalainagar",33,,Computer Science,70794.0,2140246,2019,1974396,8,100.0,77.25,100.0,92.41666666666667,95.45
4720,443,"Annamalai University, Annamalainagar",33,,Computer Science,70794.0,2140248,2019,1974165,8,100.0,77.25,100.0,92.41666666666667,95.45
3548,108,Jamia Millia Islamia University,7,2051961.0,Computer Science,71710.0,2175266,2019,2007010,8,100.0,77.25,100.0,92.41666666666667,95.45
1757,477,"Sri Chandrasekharendra Saraswathi Vishwa Mahavidyalaya, Kancheepuram",33,2030350.0,Computer Science,70976.0,2150513,2019,1983602,8,100.0,77.0,100.0,92.33333333333333,95.4
1759,477,"Sri Chandrasekharendra Saraswathi Vishwa Mahavidyalaya, Kancheepuram",33,2030350.0,Computer Science,70976.0,2150514,2019,1983603,8,100.0,77.0,100.0,92.33333333333333,95.4
6041,490,"Vellore Institute of Technology, Vellore",33,,Computer Science,70396.0,2113864,2019,1948269,8,100.0,85.5,93.93939393939394,93.14646464646465,95.28181818181818
32653,52,"Gauhati University, Guwahati",18,1964787.0,Computer Science,69923.0,2077250,2019,1912510,8,100.0,76.25,100.0,92.08333333333333,95.25
10101,325,"Shivaji University, Kolhapur",27,2104356.0,Computer Science,71433.0,2246644,2019,2004669,8,100.0,79.0,98.14814814814815,92.38271604938272,95.24444444444444
10947,260,"University of Kerala, Thiruvananthapuram",32,2092588.0,Computer Science,73614.0,2228137,2019,2054467,8,100.0,76.0,100.0,92.0,95.2
10957,260,"University of Kerala, Thiruvananthapuram",32,2092588.0,Computer Science,73614.0,2228139,2019,2054469,8,100.0,76.0,100.0,92.0,95.2
10814,260,"University of Kerala, Thiruvananthapuram",32,2092588.0,Computer Science,73614.0,2228138,2019,2054468,8,100.0,76.0,100.0,92.0,95.2
811,107,Jamia Hamdard,7,2107171.0,Computer Science,74642.0,2250721,2019,2074767,8,100.0,78.75,98.01980198019803,92.25660066006601,95.1559405940594
19905,291,"Vikram University, Ujjain",23,2102371.0,Computer Science,74349.0,2253369,2019,2068884,8,100.0,75.75,100.0,91.91666666666667,95.15
19916,291,"Vikram University, Ujjain",23,2102371.0,Computer Science,74349.0,2253373,2019,2068859,8,100.0,75.75,100.0,91.91666666666667,95.15
25664,153,"Veer Narmad South Gujarat University, Surat",24,1989705.0,Computer Science,69496.0,2104649,2019,1879719,8,100.0,75.5,100.0,91.83333333333333,95.1
19959,232,"Kuvempu University, Shankaraghatta, Shimoga",29,,Computer Science,73113.0,2213224,2019,2042124,8,100.0,78.5,97.91666666666666,92.13888888888887,95.075
18630,491,"Vels Institute of Science, Technology and Advanced Studies, Chennai",33,,Computer Science,69849.0,2071887,2019,1907049,8,100.0,75.25,100.0,91.75,95.05
18625,491,"Vels Institute of Science, Technology and Advanced Studies, Chennai",33,,Computer Science,69849.0,2071882,2019,1907044,8,100.0,75.25,100.0,91.75,95.05
18683,491,"Vels Institute of Science, Technology and Advanced Studies, Chennai",33,,Computer Science,69849.0,2071881,2019,1907043,8,100.0,75.25,100.0,91.75,95.05
21873,392,"Central University of Rajasthan, Jaipur",8,2083538.0,Computer Science,73162.0,2215960,2019,2043570,8,100.0,75.25,100.0,91.75,95.05
36651,137,"Gujarat Vidyapith, Ahmedabad",24,1964200.0,Computer Science,69913.0,2076630,2019,1911799,8,100.0,75.25,100.0,91.75,95.05
36653,137,"Gujarat Vidyapith, Ahmedabad",24,1964200.0,Computer Science,69913.0,2076628,2019,1911797,8,100.0,75.25,100.0,91.75,95.05
10568,369,"Pondicherry Univeristy, Puducherry",34,2102259.0,Computer Science,74332.0,2243579,2019,2068632,8,100.0,77.5,98.46153846153847,91.98717948717949,95.03846153846155
15322,167,"Maharshi Dayanand University, Rohtak",6,,Computer Science,70553.0,2124971,2019,1958911,8,100.0,86.0,92.3076923076923,92.76923076923077,94.8923076923077
28567,217,"Christ University, Bangalore",29,2048966.0,Computer Science,71575.0,2171357,2019,2003295,8,100.0,81.25,95.45454545454545,92.23484848484848,94.88636363636364
40209,143,"Maharaja Sayajirao University of Baroda, Vadodara",24,,Computer Science,71345.0,2166143,2019,1998562,8,100.0,79.0,96.92307692307692,91.97435897435896,94.87692307692308
25190,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248258,2019,2072486,8,100.0,80.0,96.0,92.0,94.8
3648,108,Jamia Millia Islamia University,7,2051961.0,Computer Science,71710.0,2175265,2019,2006880,8,100.0,77.25,97.77777777777777,91.67592592592592,94.78333333333333
7690,447,"Bharathiar University, Coimbatore",33,1975438.0,Computer Science,70020.0,2219090,2019,1923627,8,100.0,77.75,97.43589743589743,91.72863247863249,94.78076923076922
825,107,Jamia Hamdard,7,2107171.0,Computer Science,74642.0,2250718,2019,2074710,8,100.0,78.75,96.66666666666667,91.80555555555556,94.75
11347,557,"Hemwati Nandan Bahuguna Garhwal Univeristy, Srinagar, Garhwal",5,2034572.0,Computer Science,71084.0,2155393,2019,1988133,8,100.0,77.75,97.05882352941177,91.6029411764706,94.66764705882352
25223,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248261,2019,2072488,8,100.0,73.33333333333333,100.0,91.1111111111111,94.66666666666667
24987,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248263,2019,2072490,8,100.0,73.33333333333333,100.0,91.1111111111111,94.66666666666667
145,50,"Assam University, Silchar",18,2103642.0,Computer Science,74427.0,2245459,2019,2070334,8,100.0,73.0,100.0,91.0,94.6
13753,219,"Gulbarga University, Gulbarga",29,2017439.0,Computer Science,70684.0,2135154,2019,1968961,8,100.0,72.75,100.0,90.91666666666667,94.55
36744,320,"Kavayitri Bahinabai Chaudhari North Maharashtra University, Jalgaon",27,,Computer Science,70476.0,2123506,2019,1955258,8,100.0,77.75,96.66666666666667,91.47222222222223,94.55
30465,588,"Vidya Sagar University, Midnapore",19,2024038.0,Computer Science,70323.0,2143816,2019,1944283,8,100.0,72.25,100.0,90.75,94.45
30499,588,"Vidya Sagar University, Midnapore",19,2024038.0,Computer Science,70323.0,2143813,2019,1944247,8,100.0,72.25,100.0,90.75,94.45
20898,404,"Jyoti Vidyapeeth Women's University, Jaipur",8,,Computer Science,69305.0,2029163,2019,1864919,8,100.0,80.0,94.28571428571428,91.42857142857143,94.28571428571428
1549,33,"Sri Krishnadevaraya University, Anantapur",28,2098759.0,Computer Science,71064.0,2238704,2019,1986312,8,100.0,71.25,100.0,90.41666666666667,94.25
3176,108,Jamia Millia Islamia University,7,2051961.0,Computer Science,71710.0,2175264,2019,2006879,8,100.0,77.25,95.65217391304348,90.96739130434783,94.14565217391305
10279,544,"Teerthanker Mahaveer University, Moradabad",9,2064168.0,Computer Science,72199.0,2190648,2019,2021530,8,100.0,70.5,100.0,90.16666666666667,94.1
10378,544,"Teerthanker Mahaveer University, Moradabad",9,2064169.0,Computer Science,72199.0,2190656,2019,2021529,8,100.0,70.5,100.0,90.16666666666667,94.1
7999,235,"University of Mysore, Mysore",29,2052196.0,Computer Science,71763.0,2175649,2019,2007350,8,100.0,86.75,88.88888888888889,91.87962962962963,94.01666666666665
21149,466,"Mother Teresa Women's University, Kodaikanal",33,1990422.0,Computer Science,,2105442,2019,1939924,8,100.0,70.0,100.0,90.0,94.0
21171,466,"Mother Teresa Women's University, Kodaikanal",33,1990422.0,Computer Science,,2211298,2019,1939961,8,100.0,70.0,100.0,90.0,94.0
25898,216,"Central University of Karnataka, Gulbarga",29,,Computer Science,72853.0,2205183,2019,2034663,8,100.0,70.0,100.0,90.0,94.0
42892,290,"Indira Gandhi National Tribal University, Amarkantak",23,2105255.0,Computer Science,74508.0,2247990,2019,2072205,8,100.0,70.0,100.0,90.0,94.0
42900,290,"Indira Gandhi National Tribal University, Amarkantak",23,2105255.0,Computer Science,74508.0,2247989,2019,2072204,8,100.0,70.0,100.0,90.0,94.0
43549,161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",24,,Computer Science,,2019484,2019,1855395,8,100.0,75.5,96.15384615384616,90.55128205128206,93.94615384615383
42636,91,"MATS University, Raipur",22,2071437.0,Computer Science,72587.0,2200219,2019,2030118,8,100.0,69.0,100.0,89.66666666666667,93.8
10586,369,"Pondicherry Univeristy, Puducherry",34,2102259.0,Computer Science,74332.0,2243583,2019,2068636,8,100.0,77.5,93.33333333333333,90.27777777777777,93.5
25191,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248258,2019,2072486,8,100.0,73.33333333333333,96.0,89.77777777777777,93.46666666666667
7766,447,"Bharathiar University, Coimbatore",33,,Computer Science,,2088680,2019,1923606,8,100.0,77.75,92.7710843373494,90.17369477911647,93.38132530120481
6593,519,"Integral University, Lucknow",9,2057769.0,Computer Science,71997.0,2182424,2019,2013994,8,100.0,66.0,100.0,88.66666666666667,93.2
19439,444,"Avinashilingam Institute for Home Science & Higher Education for Women, Coimbatore",33,,Computer Science,69901.0,2075125,2019,1910336,8,100.0,87.25,85.71428571428571,90.98809523809524,93.16428571428571
20854,404,"Jyoti Vidyapeeth Women's University, Jaipur",8,,Computer Science,69305.0,2029157,2019,1864913,8,100.0,65.75,100.0,88.58333333333333,93.15
21016,404,"Jyoti Vidyapeeth Women's University, Jaipur",8,,Computer Science,69305.0,2029165,2019,1864921,8,100.0,65.75,100.0,88.58333333333333,93.15
43547,161,"Deenbandhu Chhotu Ram University of Science & Technology, Murthal(Sonepat)",24,,Computer Science,,2019485,2019,1855396,8,100.0,75.5,92.85714285714286,89.45238095238096,92.95714285714286
26093,23,"Maulana Azad National Urdu University, Hyderabad",36,2087317.0,Computer Science,73276.0,2220803,2019,2047719,8,100.0,77.25,91.66666666666666,89.63888888888887,92.95
21951,543,"Swami Vivekanand Subharti University, Meerut",9,,Computer Science,72144.0,2188045,2019,2019089,8,100.0,77.0,91.66666666666666,89.55555555555554,92.9
2130,415,"Nims University Rajasthan, Jaipur",8,,Computer Science,74730.0,2254208,2019,2076684,8,100.0,63.5,100.0,87.83333333333333,92.7
2223,415,"Nims University Rajasthan, Jaipur",8,,Computer Science,74730.0,2254202,2019,2076678,8,100.0,63.5,100.0,87.83333333333333,92.7
30776,550,"Veer Bahadur Singh Purvanchal University, Jaunpur",9,2043453.0,Computer Science,71275.0,2164894,2019,1997328,8,100.0,63.5,100.0,87.83333333333333,92.7
10645,369,"Pondicherry Univeristy, Puducherry",34,2102259.0,Computer Science,74332.0,2243582,2019,2068635,8,100.0,77.5,90.57971014492753,89.3599033816425,92.67391304347825
35546,479,"St. Peter's Institute of Higher Education and Research, Chennai",33,,Computer Science,70992.0,2151201,2019,1984331,8,100.0,63.0,100.0,87.66666666666667,92.6
28995,323,Savitribai Phule Pune University,27,1913461.0,Computer Science,69288.0,2120016,2019,1862725,8,100.0,90.0,81.25,90.41666666666667,92.375
27456,42,"University of Hyderabad, Hyderabad",36,,Computer Science,72428.0,2196536,2019,2026534,7,87.5,93.0,100.0,93.5,92.35
27447,42,"University of Hyderabad, Hyderabad",36,,Computer Science,72428.0,2196537,2019,2026536,7,87.5,93.0,100.0,93.5,92.35
27343,42,"University of Hyderabad, Hyderabad",36,,Computer Science,72428.0,2196538,2019,2026535,7,87.5,93.0,100.0,93.5,92.35
42914,290,"Indira Gandhi National Tribal University, Amarkantak",23,2105255.0,Computer Science,74508.0,2247992,2019,2072207,8,100.0,70.0,94.44444444444444,88.14814814814815,92.33333333333333
20323,30,"Rastriya Sanskrit Vidyapeeth, Tirupathi",28,2088386.0,Computer Science,73364.0,2222146,2019,2048854,7,87.5,92.75,100.0,93.41666666666667,92.3
15318,167,"Maharshi Dayanand University, Rohtak",6,,Computer Science,70546.0,2125372,2019,1958973,8,100.0,86.0,82.73381294964028,89.5779376498801,92.0201438848921
1516,33,"Sri Krishnadevaraya University, Anantapur",28,2098759.0,Computer Science,71064.0,2238722,2019,1986366,8,100.0,71.25,92.0,87.75,91.85
6606,519,"Integral University, Lucknow",9,2057767.0,Computer Science,71996.0,2182408,2019,2014130,8,100.0,66.0,95.23809523809523,87.07936507936508,91.77142857142857
15266,167,"Maharshi Dayanand University, Rohtak",6,,Computer Science,70553.0,2124958,2019,1958944,8,100.0,86.0,81.81818181818183,89.27272727272727,91.74545454545455
21447,120,University of Delhi,7,2095921.0,Computer Science,73950.0,2234403,2019,2060043,8,100.0,82.0,84.0909090909091,88.6969696969697,91.62727272727273
20899,404,"Jyoti Vidyapeeth Women's University, Jaipur",8,,Computer Science,69305.0,2029163,2019,1864919,8,100.0,65.75,94.28571428571428,86.67857142857143,91.43571428571428
1726,477,"Sri Chandrasekharendra Saraswathi Vishwa Mahavidyalaya, Kancheepuram",33,2030350.0,Computer Science,70976.0,2150512,2019,1983601,8,100.0,77.0,86.66666666666667,87.8888888888889,91.4
1575,33,"Sri Krishnadevaraya University, Anantapur",28,2098759.0,Computer Science,71064.0,2238729,2019,1986328,8,100.0,71.25,90.0,87.08333333333333,91.25
39988,15,"Jawaharlal Nehru Technological University, Kakinada",28,,Computer Science,,2123006,2019,1957100,8,100.0,66.75,91.66666666666666,86.13888888888887,90.85
21172,466,"Mother Teresa Women's University, Kodaikanal",33,1990422.0,Computer Science,,2211319,2019,1939851,8,100.0,70.0,88.88888888888889,86.2962962962963,90.66666666666666
4175,160,"Ch. Devi Lal University, Sirsa",6,2065576.0,Computer Science,72287.0,2192525,2019,2023094,8,100.0,53.25,100.0,84.41666666666667,90.65
43312,387,"Kota University, Kota",8,2076214.0,Computer Science,72900.0,2206326,2019,2035747,8,100.0,52.75,100.0,84.25,90.55
36500,459,"Karpagam Academy of Higher Education, Coimbatore",33,2007172.0,Computer Science,70533.0,2124334,2019,1958383,8,100.0,52.5,100.0,84.16666666666667,90.5
36484,459,"Karpagam Academy of Higher Education, Coimbatore",33,2007172.0,Computer Science,70533.0,2124335,2019,1958384,8,100.0,52.5,100.0,84.16666666666667,90.5
35041,383,"Punjabi University, Patiala",3,2101766.0,Computer Science,74257.0,2242563,2019,2067577,7,87.5,83.5,100.0,90.33333333333333,90.45
35204,383,"Punjabi University, Patiala",3,2101766.0,Computer Science,74257.0,2242564,2019,2067578,7,87.5,83.5,100.0,90.33333333333333,90.45
19316,458,Kalasalingam Academy of Research and Education,33,2050649.0,Computer Science,71655.0,2173539,2019,2005363,8,100.0,77.75,82.75862068965517,86.83620689655173,90.37758620689655
13946,218,"Davangere University, Davangere",29,2078550.0,Computer Science,72993.0,2209045,2019,2038292,8,100.0,51.24999999999999,100.0,83.75,90.25
19317,458,Kalasalingam Academy of Research and Education,33,2050649.0,Computer Science,71655.0,2173539,2019,2005363,8,100.0,76.9,82.75862068965517,86.5528735632184,90.20758620689655
19627,162,"Guru  Jambheshwar University of Science and Technology, Hissar",6,2016494.0,Computer Science,70662.0,2133984,2019,1967804,7,87.5,82.0,100.0,89.83333333333333,90.15
19318,458,Kalasalingam Academy of Research and Education,33,2050649.0,Computer Science,71655.0,2173539,2019,2005363,8,100.0,76.4,82.75862068965517,86.38620689655174,90.10758620689656
10372,544,"Teerthanker Mahaveer University, Moradabad",9,2064167.0,Computer Science,72199.0,2190644,2019,2021524,8,100.0,70.5,86.36363636363636,85.62121212121212,90.0090909090909
19319,458,Kalasalingam Academy of Research and Education,33,2050649.0,Computer Science,71655.0,2173539,2019,2005363,8,100.0,75.9,82.75862068965517,86.21954022988507,90.00758620689656
18664,491,"Vels Institute of Science, Technology and Advanced Studies, Chennai",33,,Computer Science,69849.0,2071886,2019,1907048,8,100.0,75.25,83.01886792452831,86.08962264150944,89.95566037735848
14185,556,"Gurukul Kangri Vishwavidyalaya, Haridwar",5,2079708.0,Computer Science,73016.0,2210258,2019,2039524,8,100.0,78.25,80.43478260869566,86.2282608695652,89.7804347826087
34076,357,"National Institute of Technology, Rourkela",21,2093024.0,Computer Science,73658.0,2228975,2019,2055263,8,100.0,78.0,80.0,86.0,89.6
1770,324,"Sant Gadge Baba Amravati University, Amravati",27,,Computer Science,70894.0,2146625,2019,1979747,8,100.0,76.75,80.76923076923077,85.83974358974359,89.58076923076922
32059,31,"Rayalaseema, University Kurnool",28,2079864.0,Computer Science,73031.0,2210535,2019,2039783,8,100.0,61.25000000000001,90.9090909090909,84.0530303030303,89.52272727272727
41133,450,"Chennai Mathematical  Institue, Chennai",33,,Computer Science,69259.0,2019030,2019,1854960,7,87.5,78.75,100.0,88.75,89.5
41136,450,"Chennai Mathematical  Institue, Chennai",33,,Computer Science,69259.0,2019034,2019,1854964,7,87.5,78.75,100.0,88.75,89.5
27975,464,"Manonmaniam Sundaranar University, Tirunelveli",33,1974405.0,Computer Science,,2218981,2019,1922478,7,87.5,78.25,100.0,88.58333333333333,89.4
27974,464,"Manonmaniam Sundaranar University, Tirunelveli",33,1974405.0,Computer Science,,2093951,2019,1922443,7,87.5,78.25,100.0,88.58333333333333,89.4
19320,458,Kalasalingam Academy of Research and Education,33,2050649.0,Computer Science,71655.0,2173539,2019,2005363,8,100.0,72.3,82.75862068965517,85.01954022988507,89.28758620689656
19321,458,Kalasalingam Academy of Research and Education,33,2050649.0,Computer Science,71655.0,2173539,2019,2005363,8,100.0,72.3,82.75862068965517,85.01954022988507,89.28758620689656
25224,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248261,2019,2072488,8,100.0,46.32,100.0,82.10666666666667,89.26400000000001
24988,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248263,2019,2072490,8,100.0,46.32,100.0,82.10666666666667,89.26400000000001
15345,253,"Cochin University of Science & Technology, Kochi",32,2091053.0,Computer Science,73538.0,2226039,2019,2052433,7,87.5,77.25,100.0,88.25,89.2
12701,565,"Uttarakhand Sanskrit University, Hardwar",5,,Computer Science,71353.0,2166996,2019,1999422,8,100.0,45.75,100.0,81.91666666666667,89.15
13855,3,"Acharya Nagarjuna University, Guntur",28,2048374.0,Computer Science,71560.0,2170664,2019,2002600,7,87.5,77.0,100.0,88.16666666666667,89.15
19322,458,Kalasalingam Academy of Research and Education,33,2050649.0,Computer Science,71655.0,2173539,2019,2005363,8,100.0,71.3,82.75862068965517,84.68620689655172,89.08758620689656
27143,579,"North Bengal University, Darjeeling",19,2006443.0,Computer Science,70515.0,2123310,2019,1957378,7,87.5,76.25,100.0,87.91666666666667,89.0
13963,350,"Berhampur University, Berhampur",21,,Computer Science,,2205661,2019,2035101,7,87.5,75.25,100.0,87.58333333333333,88.8
13977,350,"Berhampur University, Berhampur",21,2075678.0,Computer Science,72876.0,2205597,2019,2035042,7,87.5,75.25,100.0,87.58333333333333,88.8
36126,121,"Goa University, Goa",30,2076783.0,Computer Science,71686.0,2207311,2019,2006064,8,100.0,76.5,77.35849056603774,84.61949685534591,88.50754716981132
9225,473,"S.R.M. Institute of Science & Technology, Chennai",33,,Computer Science,70757.0,2138693,2019,1972271,7,87.5,88.75,89.28571428571429,88.51190476190476,88.28571428571429
9943,328,"Swami Ramanand Teerth Marathwada University, Nanded",27,,Computer Science,70097.0,2093874,2019,1928832,8,100.0,76.5,76.47058823529412,84.32352941176471,88.24117647058823
36492,459,"Karpagam Academy of Higher Education, Coimbatore",33,2007172.0,Computer Science,70533.0,2124333,2019,1958382,8,100.0,52.5,92.3076923076923,81.6025641025641,88.1923076923077
36490,459,"Karpagam Academy of Higher Education, Coimbatore",33,2007172.0,Computer Science,70533.0,2124336,2019,1958385,8,100.0,52.5,92.3076923076923,81.6025641025641,88.1923076923077
25192,389,Banasthali Vidyapith,8,,Computer Science,74530.0,2248258,2019,2072486,8,100.0,46.32,96.0,80.77333333333333,88.064
28884,323,Savitribai Phule Pune University,27,1913461.0,Computer Science,69288.0,2120009,2019,1862727,8,100.0,90.0,66.66666666666666,85.55555555555554,88.0
14321,551,"Dev Sanskriti Vishwavidyalaya, Gayatrikunj",5,2017851.0,Computer Science,70690.0,2135701,2019,1969494,7,87.5,70.0,100.0,85.83333333333333,87.75
22354,449,"Central University of Tamil Nadu, Tiruvarur",33,,Computer Science,71306.0,2165553,2019,1997987,7,87.5,69.5,100.0,85.66666666666667,87.65
380,252,"Central Univeristy of Kerala, Kasaragod",32,2075386.0,Computer Science,72868.0,2205350,2019,2034798,7,87.5,69.0,100.0,85.5,87.55
9547,484,"Tamil Univesity, Thanjavur",33,1961467.0,Computer Science,69872.0,2073428,2019,1908615,7,87.5,68.75,100.0,85.41666666666667,87.5
35302,85,"Guru Ghasidas Vishwavidyalaya, Bilaspur",22,2081145.0,Computer Science,73094.0,2212223,2019,2041125,7,87.5,68.0,100.0,85.16666666666667,87.35
35270,85,"Guru Ghasidas Vishwavidyalaya, Bilaspur",22,2081145.0,Computer Science,73094.0,2212220,2019,2041122,7,87.5,68.0,100.0,85.16666666666667,87.35
33641,388,"Amity University Rajasthan, Jaipur",8,2029738.0,Computer Science,70956.0,2149855,2019,1982930,7,87.5,69.25,97.2972972972973,84.68243243243244,86.78918918918919
24129,589,"Visva Bharati, Shantiniketan",19,2056589.0,Computer Science,71925.0,2180778,2019,2012402,7,87.5,70.5,96.29629629629629,84.76543209876543,86.73888888888888
26928,426,"Sir Padampat Singhania University, Udaipur",8,,Computer Science,72445.0,2197580,2019,2027454,8,100.0,52.25,87.5,79.91666666666667,86.7
41785,402,"Janardan Rai Nagar Rajasthan Vidyapeeth,  Udaipur",8,,Computer Science,70868.0,2143485,2019,1977059,8,100.0,76.0,71.42857142857143,82.47619047619048,86.62857142857143
35341,85,"Guru Ghasidas Vishwavidyalaya, Bilaspur",22,2081145.0,Computer Science,73094.0,2212222,2019,2041124,7,87.5,68.0,97.5609756097561,84.35365853658537,86.61829268292684
32748,52,"Gauhati University, Guwahati",18,1964787.0,Computer Science,69923.0,2077249,2019,1912427,8,100.0,76.25,70.37037037037037,82.2067901234568,86.36111111111111
14013,350,"Berhampur University, Berhampur",21,2075678.0,Computer Science,72876.0,2205596,2019,2035041,7,87.5,75.25,91.17647058823529,84.6421568627451,86.15294117647059
21869,392,"Central University of Rajasthan, Jaipur",8,2083538.0,Computer Science,73162.0,2215962,2019,2043572,8,100.0,75.25,69.23076923076923,81.49358974358974,85.81923076923076
37452,631,CENTRAL UNIVERSITY OF JAMMU,1,2095682.0,Computer Science,73941.0,2234014,2019,2059669,7,87.5,72.0,91.66666666666666,83.72222222222221,85.64999999999999
19590,162,"Guru  Jambheshwar University of Science and Technology, Hissar",6,2016494.0,Computer Science,70662.0,2133981,2019,1967852,7,87.5,82.0,84.31372549019608,84.60457516339869,85.44411764705883
22214,656,RABINDRANATH TAGORE UNIVERSITY,23,,Computer Science,74769.0,2254888,2019,2077240,7,87.5,58.25,100.0,81.91666666666667,85.4
22186,656,RABINDRANATH TAGORE UNIVERSITY,23,,Computer Science,74769.0,2254885,2019,2077238,7,87.5,58.25,100.0,81.91666666666667,85.4
22164,656,RABINDRANATH TAGORE UNIVERSITY,23,,Computer Science,74769.0,2254893,2019,2077242,7,87.5,58.25,100.0,81.91666666666667,85.4
22274,656,RABINDRANATH TAGORE UNIVERSITY,23,,Computer Science,74766.0,2254863,2019,2077281,7,87.5,58.25,100.0,81.91666666666667,85.4
40333,648,"ITM UNIVERSITY, GWALIOR",23,,Computer Science,72554.0,2199471,2019,2029356,7,87.5,57.75,100.0,81.75,85.3
39738,514,"Gautam Buddha University, Greater Noida, Gautam Budh Nagar",9,2102042.0,Computer Science,74306.0,2243236,2019,2068288,7,87.5,63.5,92.3076923076923,81.1025641025641,84.1423076923077
36828,505,"Chatrapati Sahuji Maharaj Kanpur University, Kanpur",9,,Computer Science,69334.0,2031100,2019,1866876,7,87.5,75.0,84.61538461538461,82.37179487179488,84.13461538461539
5926,196,"University of Kashmir, Srinagar",1,2090768.0,Computer Science,73478.0,2225450,2019,2051856,6,75.0,82.75,100.0,85.91666666666667,84.05
5905,196,"University of Kashmir, Srinagar",1,2090768.0,Computer Science,73478.0,2235200,2019,2051813,6,75.0,82.75,100.0,85.91666666666667,84.05
1970,435,"Alagappa University, Alagappa Nagar, Karaikudi",33,,Computer Science,,2000140,2019,1836225,8,100.0,91.0,51.470588235294116,80.82352941176471,83.64117647058823
22241,656,RABINDRANATH TAGORE UNIVERSITY,23,,Computer Science,74766.0,2254862,2019,2077210,7,87.5,58.25,94.11764705882352,79.95588235294117,83.63529411764705
41574,268,"Awadesh Pratap Singh University, Rewa",23,,Computer Science,74382.0,2244404,2019,2069454,7,87.5,59.25,93.33333333333333,80.02777777777777,83.6
557,239,"NITTE Unversity, Mangalore",24,,Computer Science,,2042902,2019,1878557,7,87.5,77.75,80.0,81.75,83.3
4184,160,"Ch. Devi Lal University, Sirsa",6,2065576.0,Computer Science,72287.0,2192524,2019,2023036,8,100.0,53.25,75.0,76.08333333333333,83.15
27556,576,"Kalyani University, Kalyani",19,,Computer Science,70788.0,2139704,2019,1973270,6,75.0,78.0,100.0,84.33333333333333,83.1
40080,741,JECRC UNIVERSITY,8,,Computer Science,73425.0,2224221,2019,2050696,7,87.5,60.0,90.72164948453609,79.40721649484537,82.96649484536083
40071,741,JECRC UNIVERSITY,8,,Computer Science,73425.0,2224223,2019,2050697,7,87.5,60.0,90.54054054054053,79.34684684684684,82.91216216216216
